"","Pathogens","Library","RPM","Tissue","Family","Type"
"44798","Mischivirus E","M2201APCQJH077C",31.22247,"Gut","Picornaviridae","RNA Virus"
"44800","Mischivirus E","M2201APCQJH064C",132.24902,"Gut","Picornaviridae","RNA Virus"
"44805","Mischivirus E","M2210ZJCQJH402CX100",3039.9373238,"Gut","Picornaviridae","RNA Virus"
"44813","Mischivirus E","M2209HYCQJH526CBX100",4.84849,"Gut","Picornaviridae","RNA Virus"
"44817","Mischivirus E","M2204APCQJH246C",31270.8039,"Gut","Picornaviridae","RNA Virus"
"44835","Mischivirus E","M2206APCQJH324C",4373.72631,"Gut","Picornaviridae","RNA Virus"
"44861","Mischivirus E","M2201APCQJH067C",139.48538,"Gut","Picornaviridae","RNA Virus"
"44934","Mischivirus E","M2201APCQJH076C",361.65,"Gut","Picornaviridae","RNA Virus"
"44957","Mischivirus E","M2206APCQJH322C",951.7499,"Gut","Picornaviridae","RNA Virus"
"45019","Mischivirus E","M2204APCQJH249CX100",3561.9256288,"Gut","Picornaviridae","RNA Virus"
"45020","Mischivirus E","M2201APCQJH065C",549.1835,"Gut","Picornaviridae","RNA Virus"
"45026","Mischivirus E","M2112DBH04C",1655.8589,"Gut","Picornaviridae","RNA Virus"
"45055","Mischivirus E","M2206APHJSH330C",6.245326,"Gut","Picornaviridae","RNA Virus"
"45127","Mischivirus E","M2206APCQJH317C",84.76416,"Gut","Picornaviridae","RNA Virus"
"45265","Mischivirus E","M2209HYCQJH534CBX100",420.974,"Gut","Picornaviridae","RNA Virus"
"45268","Mischivirus E","M2112DBH06C",1056.669954,"Gut","Picornaviridae","RNA Virus"
"45385","Mischivirus E","M2201APCQJH073CRX100",197.955412,"Gut","Picornaviridae","RNA Virus"
"45398","Mischivirus E","M2204APXTSW298RCX100",7.628186,"Gut","Picornaviridae","RNA Virus"
"45409","Mischivirus E","M2209HYHXSH550CBX100",328.6,"Gut","Picornaviridae","RNA Virus"
"45410","Mischivirus E","M2201APCQJH072C",7316.51257,"Gut","Picornaviridae","RNA Virus"
"45439","Mischivirus E","M2204ZJCQJH196C",1237.62569,"Gut","Picornaviridae","RNA Virus"
"45750","Monocercomonoides","M2204APHMSW294C",51.04852,"Gut","Oxymonadida_Unclassified","Eukaryote"
"46510","Monocercomonoides","M2212SGHXSH663CX100",2.022365,"Gut","Oxymonadida_Unclassified","Eukaryote"
"46736","Murine kobuvirus","M2209JYHJSH577CBX100",1.874465,"Gut","Picornaviridae","RNA Virus"
"46803","Murine kobuvirus","M2212SSHXSH660CX100",301.8726,"Gut","Picornaviridae","RNA Virus"
"46821","Murine kobuvirus","M2209HYHJSH541CBX100",45.860389,"Gut","Picornaviridae","RNA Virus"
"46925","Murine kobuvirus","M2212SZHXSH747CX100",17.79433,"Gut","Picornaviridae","RNA Virus"
"46985","Murine kobuvirus","M2209HYHMSW513CBX100",10.82188,"Gut","Picornaviridae","RNA Virus"
"47064","Murine kobuvirus","M2212SZHJSH765CX100",30.22422,"Gut","Picornaviridae","RNA Virus"
"47089","Murine kobuvirus","M2112DBH38C",54.350233,"Gut","Picornaviridae","RNA Virus"
"47193","Murine kobuvirus","M2211APBCSW502CBX100",224.2354154,"Gut","Picornaviridae","RNA Virus"
"47437","Murine kobuvirus","M2212SZHJSH769C",75.654967,"Gut","Picornaviridae","RNA Virus"
"47486","Murine kobuvirus","M2212SZHJSH759CX100",194.965848,"Gut","Picornaviridae","RNA Virus"
"47520","Murine kobuvirus","M2212SZHJSH756CX10",86.3573,"Gut","Picornaviridae","RNA Virus"
"47600","Murine kobuvirus","M2201ZJHJSH178C",2.312597,"Gut","Picornaviridae","RNA Virus"
"47647","Murine kobuvirus","M2112DBH45C",6.01154,"Gut","Picornaviridae","RNA Virus"
"47737","Murine kobuvirus","M2112DBH57C",2.959756,"Gut","Picornaviridae","RNA Virus"
"47759","Murine kobuvirus","M2112DBH54C",17.901269,"Gut","Picornaviridae","RNA Virus"
"47773","Murine kobuvirus","M2209JYHJSH569CBX100",89.76014,"Gut","Picornaviridae","RNA Virus"
"47776","Murine kobuvirus","M2112DBH35C",154.34924,"Gut","Picornaviridae","RNA Virus"
"47790","Murine kobuvirus","M2112DBH58C",133.8403,"Gut","Picornaviridae","RNA Virus"
"47886","Murine kobuvirus","M2112DBH26C",14.515602,"Gut","Picornaviridae","RNA Virus"
"47926","Nippostrongylus brasiliensis","M2112DBH54C",1.5247134,"Gut","Ancylostomatidae","Eukaryote"
"47999","Nippostrongylus brasiliensis","M2204APHJSH256F",1.3596421,"Lung","Ancylostomatidae","Eukaryote"
"48136","Nippostrongylus brasiliensis","M2206APHJSH332F",5.0587641,"Lung","Ancylostomatidae","Eukaryote"
"48174","Nippostrongylus brasiliensis","M2212SZWDSW735CN",1.33389,"Gut","Ancylostomatidae","Eukaryote"
"48216","Nippostrongylus brasiliensis","M2212SZHJSH759CX100",3.2455148,"Gut","Ancylostomatidae","Eukaryote"
"48258","Nippostrongylus brasiliensis","M2112DBH55F",4.520784,"Lung","Ancylostomatidae","Eukaryote"
"48261","Nippostrongylus brasiliensis","M2112DBH18F",2.4412187,"Lung","Ancylostomatidae","Eukaryote"
"48268","Nippostrongylus brasiliensis","M2204APHJSH253F",2.3825356,"Lung","Ancylostomatidae","Eukaryote"
"48358","Nippostrongylus brasiliensis","M2204APHMSW295F",3.543593,"Lung","Ancylostomatidae","Eukaryote"
"48361","Nippostrongylus brasiliensis","M2211APBCSW505FX100",1.04142,"Lung","Ancylostomatidae","Eukaryote"
"48522","Nippostrongylus brasiliensis","M2207APHJSH858FX100",6.7049454,"Lung","Ancylostomatidae","Eukaryote"
"48524","Nippostrongylus brasiliensis","M2112DBH11C",6.984745,"Gut","Ancylostomatidae","Eukaryote"
"48698","Nippostrongylus brasiliensis","M2204APHJSH260C",6.5587037,"Gut","Ancylostomatidae","Eukaryote"
"48708","Nippostrongylus brasiliensis","M2206APHXSH339F",2.183963,"Lung","Ancylostomatidae","Eukaryote"
"48730","Nippostrongylus brasiliensis","M2207APHJSH859RFX100",1.7440343,"Lung","Ancylostomatidae","Eukaryote"
"48766","Nippostrongylus brasiliensis","M2212SSHXSH649CX100",1.4727567,"Gut","Ancylostomatidae","Eukaryote"
"48782","Nippostrongylus brasiliensis","M2212SGHJSH671FNX100",1.4329287,"Lung","Ancylostomatidae","Eukaryote"
"48802","Nippostrongylus brasiliensis","M2212SZHJSH755FX100",4.814182,"Lung","Ancylostomatidae","Eukaryote"
"48813","Nippostrongylus brasiliensis","M2204ZJHMSW218F",1.5274749,"Lung","Ancylostomatidae","Eukaryote"
"48881","Nippostrongylus brasiliensis","M2112DBH60F",1.5822916,"Lung","Ancylostomatidae","Eukaryote"
"48893","Nippostrongylus brasiliensis","M2212SGHMSW716FX100",2.3175071,"Lung","Ancylostomatidae","Eukaryote"
"48940","Nippostrongylus brasiliensis","M2112DBH54F",2.072317,"Lung","Ancylostomatidae","Eukaryote"
"48972","Nippostrongylus brasiliensis","M2206ZJHXSH361F",5.9616,"Lung","Ancylostomatidae","Eukaryote"
"48998","Nippostrongylus brasiliensis","M2301APHJSH785FX100",1.3457458,"Lung","Ancylostomatidae","Eukaryote"
"49001","Nippostrongylus brasiliensis","M2204APHXSH269F",6.8977208,"Lung","Ancylostomatidae","Eukaryote"
"49017","Nippostrongylus brasiliensis","M2207ZJHMSW390C",1.2794849,"Gut","Ancylostomatidae","Eukaryote"
"49144","Norwalk virus","M2112DBH28C",3.28306,"Gut","Caliciviridae","RNA Virus"
"49362","Norwalk virus","M2112DBH41C",82.87315,"Gut","Caliciviridae","RNA Virus"
"49594","Norwalk virus","M2212SSHXSH649CX100",142.24937,"Gut","Caliciviridae","RNA Virus"
"49828","Norwalk virus","M2210ZJBCSW420C",7.76962,"Gut","Caliciviridae","RNA Virus"
"50052","Norwalk virus","M2112DBH27C",53.0074,"Gut","Caliciviridae","RNA Virus"
"50239","Norway rat pestivirus","M2206APHJSH334C",24.60483,"Gut","Flaviviridae","RNA Virus"
"50269","Norway rat pestivirus","M2112ZJHXSH143P",32.146629,"Spleen","Flaviviridae","RNA Virus"
"50271","Norway rat pestivirus","M2112DBH23P",92.686461,"Spleen","Flaviviridae","RNA Virus"
"50295","Norway rat pestivirus","M2204APHJSH260F",4.960026,"Lung","Flaviviridae","RNA Virus"
"50312","Norway rat pestivirus","M2206APHJSH335P",65.5358,"Spleen","Flaviviridae","RNA Virus"
"50344","Norway rat pestivirus","M2301ZJHXSH832C",13.018706,"Gut","Flaviviridae","RNA Virus"
"50368","Norway rat pestivirus","M2204APBCSW286C",7.527379,"Gut","Flaviviridae","RNA Virus"
"50386","Norway rat pestivirus","M2201APHMSW106P",89.826616,"Spleen","Flaviviridae","RNA Virus"
"50443","Norway rat pestivirus","M2211APHXSH492C",24.6783,"Gut","Flaviviridae","RNA Virus"
"50444","Norway rat pestivirus","M2201ZJHJSH179F",12.531614,"Lung","Flaviviridae","RNA Virus"
"50484","Norway rat pestivirus","M2212SGHXSH662FNX100",3.640209,"Lung","Flaviviridae","RNA Virus"
"50633","Norway rat pestivirus","M2201ZJHJSH179C",8.59083,"Gut","Flaviviridae","RNA Virus"
"50653","Norway rat pestivirus","M2112ZJHXSH143F",4.66426,"Lung","Flaviviridae","RNA Virus"
"50655","Norway rat pestivirus","M2212SGHXSH662PX100",69.684907,"Spleen","Flaviviridae","RNA Virus"
"50675","Norway rat pestivirus","M2301APHJSH792PX100",64.97146,"Spleen","Flaviviridae","RNA Virus"
"50678","Norway rat pestivirus","M2206ZJHJSH348RCX100",36.396693,"Gut","Flaviviridae","RNA Virus"
"50687","Norway rat pestivirus","M2204APHJSH260C",12.076844,"Gut","Flaviviridae","RNA Virus"
"50700","Norway rat pestivirus","M2301ZJHXSH832PX100",373.3424162,"Spleen","Flaviviridae","RNA Virus"
"50712","Norway rat pestivirus","M2211APHXSH483F",10.5924,"Lung","Flaviviridae","RNA Virus"
"50738","Norway rat pestivirus","M2201APHJSH089C",3.502175,"Gut","Flaviviridae","RNA Virus"
"50753","Norway rat pestivirus","M2212SZHJSH766P",4.732837,"Spleen","Flaviviridae","RNA Virus"
"50780","Norway rat pestivirus","M2212SZHXSH748FNX100",1.654813,"Lung","Flaviviridae","RNA Virus"
"50784","Norway rat pestivirus","M2209JYHJSH578PB",138.6247,"Spleen","Flaviviridae","RNA Virus"
"50852","Norway rat pestivirus","M2301APHJSH792FX100",8.162283,"Lung","Flaviviridae","RNA Virus"
"50882","Norway rat pestivirus","M2201APHJSH089P",231.65471,"Spleen","Flaviviridae","RNA Virus"
"50906","Norway rat pestivirus","M2206APHXSH340P",52.25229,"Spleen","Flaviviridae","RNA Virus"
"50924","Norway rat pestivirus","M2112DBH17P",10.098718,"Spleen","Flaviviridae","RNA Virus"
"50945","Norway rat pestivirus","M2301ZJHJSH847C",4.159612,"Gut","Flaviviridae","RNA Virus"
"51032","Norway rat pestivirus","M2112DBH27P",71.67267,"Spleen","Flaviviridae","RNA Virus"
"51042","Norway rat pestivirus","M2212SZHXSH748P",17.58807,"Spleen","Flaviviridae","RNA Virus"
"51046","Norway rat pestivirus","M2212SZHXSH747P",11.02686,"Spleen","Flaviviridae","RNA Virus"
"51082","Norway rat pestivirus","M2201APHJSH089F",54.348342,"Lung","Flaviviridae","RNA Virus"
"51093","Norway rat pestivirus","M2201APHMSW106FBRX100",15.640266,"Lung","Flaviviridae","RNA Virus"
"51096","Norway rat pestivirus","M2209JYHJSH578FBX100",32.080263,"Lung","Flaviviridae","RNA Virus"
"51110","Norway rat pestivirus","M2112DBH22C",135.53128,"Gut","Flaviviridae","RNA Virus"
"51145","Norway rat pestivirus","M2112DBH22P",98.46192,"Spleen","Flaviviridae","RNA Virus"
"51187","Norway rat pestivirus","M2112DBH22F",46.306927,"Lung","Flaviviridae","RNA Virus"
"51237","Norway rat pestivirus","M2211APHXSH487F",4.28051,"Lung","Flaviviridae","RNA Virus"
"51252","Norway rat pestivirus","M2301APHJSH793PX100",152.0512948,"Spleen","Flaviviridae","RNA Virus"
"51297","Norway rat pestivirus","M2301ZJHJSH847PX100",41.895885,"Spleen","Flaviviridae","RNA Virus"
"51315","Norway rat pestivirus","M2206APHJSH334P",44.846963,"Spleen","Flaviviridae","RNA Virus"
"51326","Norway rat pestivirus","M2212SZHJSH852PX100",227.2196603,"Spleen","Flaviviridae","RNA Virus"
"51377","Norway rat pestivirus","M2211APHXSH492F",11.648892,"Lung","Flaviviridae","RNA Virus"
"51451","Orthohantavirus seoulense","M2201ZJHJSH174F",71.74739,"Lung","Hantaviridae","RNA Virus"
"51487","Orthohantavirus seoulense","M2212SGBCSW702FNX100",501.811,"Lung","Hantaviridae","RNA Virus"
"51508","Orthohantavirus seoulense","M2206APHJSH331P",61.93387,"Spleen","Hantaviridae","RNA Virus"
"51606","Orthohantavirus seoulense","M2212SGBCSW693FX100",25.99387,"Lung","Hantaviridae","RNA Virus"
"51659","Orthohantavirus seoulense","M2212SSHJSH641PX100",58.370999,"Spleen","Hantaviridae","RNA Virus"
"51676","Orthohantavirus seoulense","M2204APHJSH254F",6.780419,"Lung","Hantaviridae","RNA Virus"
"51706","Orthohantavirus seoulense","M2204ZJHXSH190F",137.11073,"Lung","Hantaviridae","RNA Virus"
"51743","Orthohantavirus seoulense","M2204APHJSH263P",125.21366,"Spleen","Hantaviridae","RNA Virus"
"51815","Orthohantavirus seoulense","M2211APHJSH470F",180.8449,"Lung","Hantaviridae","RNA Virus"
"51885","Orthohantavirus seoulense","M2206APHJSH334RF",21.87604,"Lung","Hantaviridae","RNA Virus"
"51903","Orthohantavirus seoulense","M2211ZJHJSH444C",1.400451,"Gut","Hantaviridae","RNA Virus"
"51926","Orthohantavirus seoulense","M2206ZJHJSH346C",2.918152,"Gut","Hantaviridae","RNA Virus"
"51962","Orthohantavirus seoulense","M2112DBH17F",57.34347,"Lung","Hantaviridae","RNA Virus"
"51973","Orthohantavirus seoulense","M2209JYHJSH568FB",43.5558,"Lung","Hantaviridae","RNA Virus"
"51983","Orthohantavirus seoulense","M2204APHJSH263F",1214.862,"Lung","Hantaviridae","RNA Virus"
"51984","Orthohantavirus seoulense","M2212SGBCSW699FNX100",368.436,"Lung","Hantaviridae","RNA Virus"
"52125","Orthohantavirus seoulense","M2206APHJSH331F",437.231,"Lung","Hantaviridae","RNA Virus"
"52157","Orthohantavirus seoulense","M2204ZJHJSW211F",638.1935,"Lung","Hantaviridae","RNA Virus"
"52198","Orthohantavirus seoulense","M2112DBH17P",31.887579,"Spleen","Hantaviridae","RNA Virus"
"52215","Orthohantavirus seoulense","M2212SZHJSH768FX100",344.6056,"Lung","Hantaviridae","RNA Virus"
"52216","Orthohantavirus seoulense","M2206APBCSW308F",1187.7783,"Lung","Hantaviridae","RNA Virus"
"52291","Orthohantavirus seoulense","M2206APHJSH333RF",33.0861,"Lung","Hantaviridae","RNA Virus"
"52302","Orthohantavirus seoulense","M2212SGBCSW691FN",2111.62,"Lung","Hantaviridae","RNA Virus"
"52315","Orthohantavirus seoulense","M2301APHJSH792FX100",1578.634,"Lung","Hantaviridae","RNA Virus"
"52317","Orthohantavirus seoulense","M2301APHJSH792PX100",211.4841,"Spleen","Hantaviridae","RNA Virus"
"52348","Orthohantavirus seoulense","M2212SSHJSH641F",235.9193,"Lung","Hantaviridae","RNA Virus"
"52359","Orthohantavirus seoulense","M2212SSHJSH635PX100",178.47855,"Spleen","Hantaviridae","RNA Virus"
"52367","Orthohantavirus seoulense","M2204ZJHJSW211P",131.99542,"Spleen","Hantaviridae","RNA Virus"
"52630","Oxyurida sp","M2212SZHMSW726CN",87.98606,"Gut","Oxyuridae","Eukaryote"
"52718","Oxyurida sp","M2212SZHXSH741CX100",10.668576,"Gut","Oxyuridae","Eukaryote"
"52844","Oxyurida sp","M2212SZWDSW734CNX100",87.13007,"Gut","Oxyuridae","Eukaryote"
"52853","Oxyurida sp","M2204ZJHMSW221C",14.170394,"Gut","Oxyuridae","Eukaryote"
"53447","Oxyurida sp","M2201APHXSW107C",24.00054,"Gut","Oxyuridae","Eukaryote"
"53643","Oxyurida sp","M2207ZJHMSW389C",15.511109,"Gut","Oxyuridae","Eukaryote"
"53842","Parabovirus A","M2212SZHXSH744CBN",10.845304,"Gut","Picornaviridae","RNA Virus"
"53876","Parabovirus A","M2112ZJHXSH147C",668.868,"Gut","Picornaviridae","RNA Virus"
"53943","Parabovirus A","M2112DBH58C",44.45713,"Gut","Picornaviridae","RNA Virus"
"54007","Parabovirus A","M2212SZHXSH746PX100",1.994945,"Spleen","Picornaviridae","RNA Virus"
"54154","Parabovirus A","M2112DBH33C",98.26077,"Gut","Picornaviridae","RNA Virus"
"54245","Parabovirus A","M2212SZHXSH751FX100",3.182343,"Lung","Picornaviridae","RNA Virus"
"54255","Parabovirus A","M2212SZHXSH751PX100",275.40854,"Spleen","Picornaviridae","RNA Virus"
"54303","Parabovirus A","M2212SZWDSW737PNX100",67.0228,"Spleen","Picornaviridae","RNA Virus"
"54382","Parabovirus A","M2212SZHXSH739PX100",28.08752,"Spleen","Picornaviridae","RNA Virus"
"54484","Parabovirus A","M2112DBH35C",5.044477,"Gut","Picornaviridae","RNA Virus"
"54842","Parabovirus A","M2212SZHXSH743PX100",6.44281,"Spleen","Picornaviridae","RNA Virus"
"55218","Plagiorchis multiglandularis","M2212YFCQJH583CBX100",470.892,"Gut","Schistosomatidae","Eukaryote"
"56092","Pneumocystis carinii","M2301APHXSH774FX100",11.896653,"Lung","Pneumocystaceae","Eukaryote"
"56152","Pneumocystis carinii","M2112DBH22F",1.189047,"Lung","Pneumocystaceae","Eukaryote"
"56186","Pneumocystis carinii","M2206ZJHJSH355RF",6.740902,"Lung","Pneumocystaceae","Eukaryote"
"56187","Pneumocystis carinii","M2301APHJSH787FX100",55.47984,"Lung","Pneumocystaceae","Eukaryote"
"56228","Pneumocystis carinii","M2206APHJSH330F",1.935968,"Lung","Pneumocystaceae","Eukaryote"
"56282","Pneumocystis carinii","M2301ZJHJSH843F",11.999952,"Lung","Pneumocystaceae","Eukaryote"
"56327","Pneumocystis carinii","M2112DBH48F",34.74765,"Lung","Pneumocystaceae","Eukaryote"
"56373","Pneumocystis carinii","M2212SSHXSH656FX100",5.836718,"Lung","Pneumocystaceae","Eukaryote"
"56468","Pneumocystis carinii","M2112DBH19F",72.95273,"Lung","Pneumocystaceae","Eukaryote"
"56582","Pneumocystis carinii","M2206ZJHJSH353F",27.36121,"Lung","Pneumocystaceae","Eukaryote"
"56658","Pneumocystis carinii","M2112DBH54F",58.75022,"Lung","Pneumocystaceae","Eukaryote"
"56664","Pneumocystis carinii","M2112DBH17F",5.69335,"Lung","Pneumocystaceae","Eukaryote"
"56701","Pneumocystis carinii","M2112ZJHXSH138F",9.417939,"Lung","Pneumocystaceae","Eukaryote"
"56879","Pneumocystis carinii","M2212SGBCSW699FNX100",5.96091,"Lung","Pneumocystaceae","Eukaryote"
"56894","Pneumocystis carinii","M2301ZJHXSH836FX100",3.386269,"Lung","Pneumocystaceae","Eukaryote"
"56936","Pneumocystis carinii","M2301APHJSH785FX100",37.77477,"Lung","Pneumocystaceae","Eukaryote"
"56937","Pneumocystis carinii","M2112DBH49F",94.28725,"Lung","Pneumocystaceae","Eukaryote"
"56955","Pneumocystis carinii","M2212SGBCSW702FNX100",7.571813,"Lung","Pneumocystaceae","Eukaryote"
"57028","Pneumocystis carinii","M2212SGHMSW717FNX100",8.839539,"Lung","Pneumocystaceae","Eukaryote"
"57031","Pneumocystis carinii","M2212SGHJSH672FX100",3.509832,"Lung","Pneumocystaceae","Eukaryote"
"57148","Pneumocystis carinii","M2112DBH56F",3.172771,"Lung","Pneumocystaceae","Eukaryote"
"57199","Pneumocystis carinii","M2211APHJSH480F",22.61631,"Lung","Pneumocystaceae","Eukaryote"
"57281","Pneumocystis murina","M2206APHJSH330F",6.81798,"Lung","Pneumocystaceae","Eukaryote"
"57288","Pneumocystis murina","M2204APBCSW284F",1.08423,"Lung","Pneumocystaceae","Eukaryote"
"57723","Pneumocystis murina","M2206ZJHJSH353F",2.7995,"Lung","Pneumocystaceae","Eukaryote"
"57979","Pneumocystis murina","M2211ZJHMSW433F",1.29657,"Lung","Pneumocystaceae","Eukaryote"
"58024","Pneumocystis murina","M2212SGBCSW704FX100",24.12234,"Lung","Pneumocystaceae","Eukaryote"
"58108","Pneumocystis murina","M2204APBCSW278F",2.00335,"Lung","Pneumocystaceae","Eukaryote"
"58353","Pneumocystis murina","M2301APBCSW810F",2.01364,"Lung","Pneumocystaceae","Eukaryote"
"58528","Pneumocystis sus","M2212SGCQJH661FX100",1.433152,"Lung","Pneumocystaceae","Eukaryote"
"58934","Pneumocystis sus","M2201APCQJH073F",3.299286,"Lung","Pneumocystaceae","Eukaryote"
"59122","Pneumocystis sus","M2211ZJCQJH457F",4.57782,"Lung","Pneumocystaceae","Eukaryote"
"59582","Pneumocystis wakefieldiae","M2204APBCSW289F",1.078613,"Lung","Pneumocystaceae","Eukaryote"
"59599","Pneumocystis wakefieldiae","M2212SSHXSH659FX100",1.1950436,"Lung","Pneumocystaceae","Eukaryote"
"59619","Pneumocystis wakefieldiae","M2301APHJSH787FX100",8.1076344,"Lung","Pneumocystaceae","Eukaryote"
"59638","Pneumocystis wakefieldiae","M2212SGBCSW699FNX100",7.2670851,"Lung","Pneumocystaceae","Eukaryote"
"59678","Pneumocystis wakefieldiae","M2201APBCSW096F",6.7308361,"Lung","Pneumocystaceae","Eukaryote"
"59724","Pneumocystis wakefieldiae","M2206ZJBCSW370RFX100",25.9179566,"Lung","Pneumocystaceae","Eukaryote"
"59732","Pneumocystis wakefieldiae","M2301APBCSW810F",325.1880728,"Lung","Pneumocystaceae","Eukaryote"
"59738","Pneumocystis wakefieldiae","M2211ZJHXSW431F",24.747738,"Lung","Pneumocystaceae","Eukaryote"
"59782","Pneumocystis wakefieldiae","M2201ZJBCSW156F",15.26477,"Lung","Pneumocystaceae","Eukaryote"
"59803","Pneumocystis wakefieldiae","M2112DBH45F",2.0260908,"Lung","Pneumocystaceae","Eukaryote"
"59835","Pneumocystis wakefieldiae","M2211ZJHXSW432F",18.481116,"Lung","Pneumocystaceae","Eukaryote"
"59840","Pneumocystis wakefieldiae","M2206ZJHJSH355RF",25.5608428,"Lung","Pneumocystaceae","Eukaryote"
"59842","Pneumocystis wakefieldiae","M2201APBCSW094FBRX100",5.1622231,"Lung","Pneumocystaceae","Eukaryote"
"59882","Pneumocystis wakefieldiae","M2204APHXSH277F",1.0677905,"Lung","Pneumocystaceae","Eukaryote"
"59897","Pneumocystis wakefieldiae","M2201APBCSW091F",8.721342,"Lung","Pneumocystaceae","Eukaryote"
"59908","Pneumocystis wakefieldiae","M2206APBCSW301F",3.8231943,"Lung","Pneumocystaceae","Eukaryote"
"59932","Pneumocystis wakefieldiae","M2212SGBCSW694FX100",4.83425,"Lung","Pneumocystaceae","Eukaryote"
"59959","Pneumocystis wakefieldiae","M2212SGHMSW720FX100",54.294523,"Lung","Pneumocystaceae","Eukaryote"
"59967","Pneumocystis wakefieldiae","M2210ZJBCSW410RFNX100",5.6139909,"Lung","Pneumocystaceae","Eukaryote"
"59996","Pneumocystis wakefieldiae","M2212SGBCSW700FNX100",3.0172421,"Lung","Pneumocystaceae","Eukaryote"
"60004","Pneumocystis wakefieldiae","M2201APBCSW092F",107.3318667,"Lung","Pneumocystaceae","Eukaryote"
"60020","Pneumocystis wakefieldiae","M2206APBCSW300F",1.0869442,"Lung","Pneumocystaceae","Eukaryote"
"60074","Pneumocystis wakefieldiae","M2301ZJHXSH836FX100",4.3537829,"Lung","Pneumocystaceae","Eukaryote"
"60086","Pneumocystis wakefieldiae","M2301APBCSW805F",5.2445569,"Lung","Pneumocystaceae","Eukaryote"
"60095","Pneumocystis wakefieldiae","M2212SGBCSW695FNX100",11.79909,"Lung","Pneumocystaceae","Eukaryote"
"60121","Pneumocystis wakefieldiae","M2301APBCSW808F",27.8861869,"Lung","Pneumocystaceae","Eukaryote"
"60168","Pneumocystis wakefieldiae","M2112DBH54F",4.213713,"Lung","Pneumocystaceae","Eukaryote"
"60178","Pneumocystis wakefieldiae","M2301ZJHJSH843F",46.01889,"Lung","Pneumocystaceae","Eukaryote"
"60185","Pneumocystis wakefieldiae","M2212SGBCSW701FX100",30.0115741,"Lung","Pneumocystaceae","Eukaryote"
"60191","Pneumocystis wakefieldiae","M2201ZJBCSW155F",4.1891092,"Lung","Pneumocystaceae","Eukaryote"
"60194","Pneumocystis wakefieldiae","M2112DBH19F",102.223028,"Lung","Pneumocystaceae","Eukaryote"
"60198","Pneumocystis wakefieldiae","M2212YFBCSW591FBX100",1.5575048,"Lung","Pneumocystaceae","Eukaryote"
"60212","Pneumocystis wakefieldiae","M2209JYHJSH567FBX100",9.610303,"Lung","Pneumocystaceae","Eukaryote"
"60218","Pneumocystis wakefieldiae","M2204ZJQMSW212F",4.1479505,"Lung","Pneumocystaceae","Eukaryote"
"60233","Pneumocystis wakefieldiae","M2112DBH33F",3.3998135,"Lung","Pneumocystaceae","Eukaryote"
"60241","Pneumocystis wakefieldiae","M2206ZJHJSH360F",5.487752,"Lung","Pneumocystaceae","Eukaryote"
"60248","Pneumocystis wakefieldiae","M2112DBH49F",5.4862179,"Lung","Pneumocystaceae","Eukaryote"
"60284","Pneumocystis wakefieldiae","M2211ZJHMSW434F",11.673998,"Lung","Pneumocystaceae","Eukaryote"
"60290","Pneumocystis wakefieldiae","M2206ZJHJSH353F",54.3790382,"Lung","Pneumocystaceae","Eukaryote"
"60334","Pneumocystis wakefieldiae","M2212SGBCSW704FX100",20.5590417,"Lung","Pneumocystaceae","Eukaryote"
"60344","Pneumocystis wakefieldiae","M2201APHWSW105F",4.9938255,"Lung","Pneumocystaceae","Eukaryote"
"60397","Pneumocystis wakefieldiae","M2301APBCSW799F",10.946006,"Lung","Pneumocystaceae","Eukaryote"
"60413","Pneumocystis wakefieldiae","M2212SGHMSW707FX100",1.551132,"Lung","Pneumocystaceae","Eukaryote"
"60415","Pneumocystis wakefieldiae","M2112DBH25F",1.1223528,"Lung","Pneumocystaceae","Eukaryote"
"60416","Pneumocystis wakefieldiae","M2301APBCSW803F",4.2578901,"Lung","Pneumocystaceae","Eukaryote"
"60423","Pneumocystis wakefieldiae","M2212SGBCSW702FNX100",40.9653875,"Lung","Pneumocystaceae","Eukaryote"
"60462","Pneumocystis wakefieldiae","M2301APHJSH785FX100",1.6900067,"Lung","Pneumocystaceae","Eukaryote"
"60575","Pneumocystis wakefieldiae","M2212SGHMSW716FX100",26.5795459,"Lung","Pneumocystaceae","Eukaryote"
"60580","Pneumocystis wakefieldiae","M2201ZJBCSW153F",15.2267427,"Lung","Pneumocystaceae","Eukaryote"
"60615","Pneumocystis wakefieldiae","M2204ZJBCSW229F",1.462436,"Lung","Pneumocystaceae","Eukaryote"
"60675","Pneumocystis wakefieldiae","M2112DBH17F",2.641717,"Lung","Pneumocystaceae","Eukaryote"
"60698","Pneumocystis wakefieldiae","M2206ZJHJSH354RF",3.43950055,"Lung","Pneumocystaceae","Eukaryote"
"60702","Pneumocystis wakefieldiae","M2112ZJBCSW122F",1.0523181,"Lung","Pneumocystaceae","Eukaryote"
"60733","Pneumocystis wakefieldiae","M2112DBH48F",4.4491104,"Lung","Pneumocystaceae","Eukaryote"
"60821","Porcine bocavirus","M2201APBCSW093F",4.939649,"Lung","Parvoviridae","DNA Virus"
"60825","Porcine bocavirus","M2201APCQJH074RPX100",1.63977,"Spleen","Parvoviridae","DNA Virus"
"60844","Porcine bocavirus","M2204ZJHXSH191P",92.60633,"Spleen","Parvoviridae","DNA Virus"
"60847","Porcine bocavirus","M2212SGBCSW692FX100",500.654,"Lung","Parvoviridae","DNA Virus"
