"","Library","Pathogens","RPM","Tissue","Family","Type","Individual"
"454","M2201ZJHJSH174P","Rat minute virus 2a",11.643494,"Spleen","Parvoviridae","DNA Virus","M2201ZJHJSH174"
"455","M2201ZJHJSH175F","Rat minute virus 2a",2.406897,"Lung","Parvoviridae","DNA Virus","M2201ZJHJSH175"
"456","M2201ZJHJSH176F","Rodent pegivirus",33.89233,"Lung","Flaviviridae","RNA Virus","M2201ZJHJSH176"
"457","M2201ZJHJSH177F","Trypanosoma lewis",3.908308,"Lung","Trypanosomatidae","Eukaryote","M2201ZJHJSH177"
"458","M2201ZJHJSH178C","Murine kobuvirus",2.312597,"Gut","Picornaviridae","RNA Virus","M2201ZJHJSH178"
"459","M2201ZJHJSH178P","Rodent pegivirus",8.30173,"Spleen","Flaviviridae","RNA Virus","M2201ZJHJSH178"
"460","M2201ZJHJSH179C","Norway rat pestivirus",8.59083,"Gut","Flaviviridae","RNA Virus","M2201ZJHJSH179"
"461","M2201ZJHJSH179F","Norway rat pestivirus",12.531614,"Lung","Flaviviridae","RNA Virus","M2201ZJHJSH179"
"462","M2201ZJHMSW161C","Tritrichomonas sp",2.632205,"Gut","Tritrichomonadidae","Eukaryote","M2201ZJHMSW161"
"463","M2201ZJHMSW161F","Trypanosoma lewis",26.73616,"Lung","Trypanosomatidae","Eukaryote","M2201ZJHMSW161"
"464","M2201ZJHMSW164C","Rat minute virus 2a",25.73114,"Gut","Parvoviridae","DNA Virus","M2201ZJHMSW164"
"465","M2201ZJHMSW164C","Tritrichomonas sp",1.1752203,"Gut","Tritrichomonadidae","Eukaryote","M2201ZJHMSW164"
"466","M2201ZJHMSW164C","Wenzhou virus",20.566339,"Gut","Arenaviridae","RNA Virus","M2201ZJHMSW164"
"467","M2201ZJHMSW164P","Rat minute virus 2a",7.649781,"Spleen","Parvoviridae","DNA Virus","M2201ZJHMSW164"
"468","M2201ZJHMSW168F","Rat hepatitis E virus",1.043461,"Lung","Hepeviridae","RNA Virus","M2201ZJHMSW168"
"469","M2201ZJHMSW168P","Rat minute virus 2a",33.0356109,"Spleen","Parvoviridae","DNA Virus","M2201ZJHMSW168"
"470","M2201ZJHMSW169F","Bartonella kosoyi",13.338,"Lung","Bartonellaceae","Bacteria","M2201ZJHMSW169"
"471","M2201ZJHMSW170P","Rat minute virus 2a",5.24178,"Spleen","Parvoviridae","DNA Virus","M2201ZJHMSW170"
"472","M2201ZJHMSW170P","Rat hepatitis E virus",14.46007,"Spleen","Hepeviridae","RNA Virus","M2201ZJHMSW170"
"473","M2201ZJHXSH180C","Giardia sp3",11.26483,"Gut","Hexamitidae","Eukaryote","M2201ZJHXSH180"
"474","M2201ZJHXSH180F","Trypanosoma lewis",39.926094,"Lung","Trypanosomatidae","Eukaryote","M2201ZJHXSH180"
"475","M2201ZJHXSH182F","Rat minute virus 2a",1.250248,"Lung","Parvoviridae","DNA Virus","M2201ZJHXSH182"
"476","M2204APBCSW278F","Pneumocystis murina",2.00335,"Lung","Pneumocystaceae","Eukaryote","M2204APBCSW278"
"477","M2204APBCSW278F","Rat hepatitis E virus",119.1109311,"Lung","Hepeviridae","RNA Virus","M2204APBCSW278"
"478","M2204APBCSW278P","Rat hepatitis E virus",104.819296,"Spleen","Hepeviridae","RNA Virus","M2204APBCSW278"
"479","M2204APBCSW279F","Rat hepatitis E virus",78.8253602,"Lung","Hepeviridae","RNA Virus","M2204APBCSW279"
"480","M2204APBCSW279P","Rat hepatitis E virus",24.8810692,"Spleen","Hepeviridae","RNA Virus","M2204APBCSW279"
"481","M2204APBCSW280C","Rodent astrovirus 1",22.35538,"Gut","Astroviridae","RNA Virus","M2204APBCSW280"
"482","M2204APBCSW280F","Angiostrongylus cantonensis",16.285484,"Lung","Ancylostomatidae","Eukaryote","M2204APBCSW280"
"483","M2204APBCSW280F","Rat hepatitis E virus",40.027455,"Lung","Hepeviridae","RNA Virus","M2204APBCSW280"
"484","M2204APBCSW280P","Rat hepatitis E virus",22.86381,"Spleen","Hepeviridae","RNA Virus","M2204APBCSW280"
"485","M2204APBCSW282C","Rat minute virus 2a",12.42637,"Gut","Parvoviridae","DNA Virus","M2204APBCSW282"
"486","M2204APBCSW282F","Rat minute virus 2a",27.37449,"Lung","Parvoviridae","DNA Virus","M2204APBCSW282"
"487","M2204APBCSW282F","Bartonella kosoyi",455.979,"Lung","Bartonellaceae","Bacteria","M2204APBCSW282"
"488","M2204APBCSW282P","Rat minute virus 2a",1875.183,"Spleen","Parvoviridae","DNA Virus","M2204APBCSW282"
"489","M2204APBCSW283P","Rat minute virus 2a",5.8495113,"Spleen","Parvoviridae","DNA Virus","M2204APBCSW283"
"490","M2204APBCSW284C","Wenzhou virus",719.52121,"Gut","Arenaviridae","RNA Virus","M2204APBCSW284"
"491","M2204APBCSW284F","Wenzhou virus",4871.1808,"Lung","Arenaviridae","RNA Virus","M2204APBCSW284"
"492","M2204APBCSW284F","Pneumocystis murina",1.08423,"Lung","Pneumocystaceae","Eukaryote","M2204APBCSW284"
"493","M2204APBCSW284P","Wenzhou virus",583.53229,"Spleen","Arenaviridae","RNA Virus","M2204APBCSW284"
"494","M2204APBCSW285C","Wenzhou virus",3900.3281,"Gut","Arenaviridae","RNA Virus","M2204APBCSW285"
"495","M2204APBCSW285F","Guangdong rodent arterivirus 1",2947.2703,"Lung","Arteriviridae","RNA Virus","M2204APBCSW285"
"496","M2204APBCSW285P","Guangdong rodent arterivirus 1",460.57678,"Spleen","Arteriviridae","RNA Virus","M2204APBCSW285"
"497","M2204APBCSW286C","Wenzhou virus",3.4645456,"Gut","Arenaviridae","RNA Virus","M2204APBCSW286"
"498","M2204APBCSW286C","Rat hepatitis E virus",3.881957,"Gut","Hepeviridae","RNA Virus","M2204APBCSW286"
"499","M2204APBCSW286C","Norway rat pestivirus",7.527379,"Gut","Flaviviridae","RNA Virus","M2204APBCSW286"
"500","M2204APBCSW286P","Guangdong rodent arterivirus 2",19.78591,"Spleen","Arteriviridae","RNA Virus","M2204APBCSW286"
"501","M2204APBCSW286P","Rat hepatitis E virus",8.47185,"Spleen","Hepeviridae","RNA Virus","M2204APBCSW286"
"502","M2204APBCSW287C","Rodent astrovirus 3",13.96842,"Gut","Astroviridae","RNA Virus","M2204APBCSW287"
"503","M2204APBCSW287C","Rat minute virus 2a",12.1506136,"Gut","Parvoviridae","DNA Virus","M2204APBCSW287"
"504","M2204APBCSW287F","Rat minute virus 2a",26.0466642,"Lung","Parvoviridae","DNA Virus","M2204APBCSW287"
"505","M2204APBCSW287P","Rat minute virus 2a",218.9251,"Spleen","Parvoviridae","DNA Virus","M2204APBCSW287"
"506","M2204APBCSW288F","Guangdong rodent arterivirus 1",1638.944776,"Lung","Arteriviridae","RNA Virus","M2204APBCSW288"
"507","M2204APBCSW288P","Guangdong rodent arterivirus 1",127.63134,"Spleen","Arteriviridae","RNA Virus","M2204APBCSW288"
"508","M2204APBCSW288P","Rat minute virus 2a",16.36398,"Spleen","Parvoviridae","DNA Virus","M2204APBCSW288"
"509","M2204APBCSW288P","Rat hepatitis E virus",104.17901,"Spleen","Hepeviridae","RNA Virus","M2204APBCSW288"
"510","M2204APBCSW289F","Pneumocystis wakefieldiae",1.078613,"Lung","Pneumocystaceae","Eukaryote","M2204APBCSW289"
"511","M2204APBCSW290C","Betacoronavirus 1",307.99558,"Gut","Coronaviridae","RNA Virus","M2204APBCSW290"
"512","M2204APBCSW291F","Rat hepatitis E virus",12.429968,"Lung","Hepeviridae","RNA Virus","M2204APBCSW291"
"513","M2204APBCSW291F","Angiostrongylus cantonensis",1296.84055,"Lung","Ancylostomatidae","Eukaryote","M2204APBCSW291"
"514","M2204APBCSW291P","Rat hepatitis E virus",26.12802,"Spleen","Hepeviridae","RNA Virus","M2204APBCSW291"
"515","M2204APCQJH242C","Strongyloides stercoralis",1.252279,"Gut","Strongyloididae","Eukaryote","M2204APCQJH242"
"516","M2204APCQJH243C","Guangdong dicipi-like virus",44.44126,"Gut","Picornaviridae","RNA Virus","M2204APCQJH243"
"517","M2204APCQJH243C","Mischivirus E",654.468231,"Gut","Picornaviridae","RNA Virus","M2204APCQJH243"
"518","M2204APCQJH246C","Mischivirus E",31270.8039,"Gut","Picornaviridae","RNA Virus","M2204APCQJH246"
"519","M2204APCQJH248C","Rat minute virus 2a",28.51394,"Gut","Parvoviridae","DNA Virus","M2204APCQJH248"
"520","M2204APCQJH249CX100","Mischivirus E",3561.9256288,"Gut","Picornaviridae","RNA Virus","M2204APCQJH249"
"521","M2204APCQJH251C","Guangdong rodent dependoparvovirus 1",64.5727,"Gut","Parvoviridae","DNA Virus","M2204APCQJH251"
"522","M2204APCQJH251F","Guangdong rodent dependoparvovirus 1",1.466769,"Lung","Parvoviridae","DNA Virus","M2204APCQJH251"
"523","M2204APCQJH251F","Wenzhou Apodemus agrarius hepacivirus 1",1.586501,"Lung","Flaviviridae","RNA Virus","M2204APCQJH251"
"524","M2204APCQJH251RPX100","Wenzhou Apodemus agrarius hepacivirus 1",2.36469,"Spleen","Flaviviridae","RNA Virus","M2204APCQJH251"
"525","M2204APCQJH251RPX100","Guangdong rodent dependoparvovirus 1",24.0556,"Spleen","Parvoviridae","DNA Virus","M2204APCQJH251"
"526","M2204APCQJH252RPX100","Wenzhou Apodemus agrarius hepacivirus 1",28.395451,"Spleen","Flaviviridae","RNA Virus","M2204APCQJH252"
"527","M2204APHJSH253C","Porcine bocavirus",8.564406,"Gut","Parvoviridae","DNA Virus","M2204APHJSH253"
"528","M2204APHJSH253F","Rat hepatitis E virus",119.059435,"Lung","Hepeviridae","RNA Virus","M2204APHJSH253"
"529","M2204APHJSH253F","Nippostrongylus brasiliensis",2.3825356,"Lung","Ancylostomatidae","Eukaryote","M2204APHJSH253"
"530","M2204APHJSH253RPX100","Rat hepatitis E virus",217.217937,"Spleen","Hepeviridae","RNA Virus","M2204APHJSH253"
"531","M2204APHJSH254F","Guangdong rodent arterivirus 2",202.2109,"Lung","Arteriviridae","RNA Virus","M2204APHJSH254"
"532","M2204APHJSH254F","Angiostrongylus cantonensis",4.2627879,"Lung","Ancylostomatidae","Eukaryote","M2204APHJSH254"
"533","M2204APHJSH254F","Orthohantavirus seoulense",6.780419,"Lung","Hantaviridae","RNA Virus","M2204APHJSH254"
"534","M2204APHJSH254RPX100","Guangdong rodent arterivirus 2",3.844887,"Spleen","Arteriviridae","RNA Virus","M2204APHJSH254"
"535","M2204APHJSH255C","Guangdong rodent mastadenovirus 1",3.27114,"Gut","Adenoviridae","DNA Virus","M2204APHJSH255"
"536","M2204APHJSH255F","Angiostrongylus cantonensis",15.8116052,"Lung","Ancylostomatidae","Eukaryote","M2204APHJSH255"
"537","M2204APHJSH256F","Angiostrongylus cantonensis",1709.0147971,"Lung","Ancylostomatidae","Eukaryote","M2204APHJSH256"
"538","M2204APHJSH256F","Nippostrongylus brasiliensis",1.3596421,"Lung","Ancylostomatidae","Eukaryote","M2204APHJSH256"
"539","M2204APHJSH258F","Guangdong rodent arterivirus 2",48.68958,"Lung","Arteriviridae","RNA Virus","M2204APHJSH258"
"540","M2204APHJSH260C","Nippostrongylus brasiliensis",6.5587037,"Gut","Ancylostomatidae","Eukaryote","M2204APHJSH260"
"541","M2204APHJSH260C","Tritrichomonas sp",2.3333844,"Gut","Tritrichomonadidae","Eukaryote","M2204APHJSH260"
"542","M2204APHJSH260C","Guangdong parechovirus",379.553,"Gut","Picornaviridae","RNA Virus","M2204APHJSH260"
"543","M2204APHJSH260C","Rodent astrovirus 3",4.22532,"Gut","Astroviridae","RNA Virus","M2204APHJSH260"
"544","M2204APHJSH260C","Norway rat pestivirus",12.076844,"Gut","Flaviviridae","RNA Virus","M2204APHJSH260"
"545","M2204APHJSH260F","Norway rat pestivirus",4.960026,"Lung","Flaviviridae","RNA Virus","M2204APHJSH260"
"546","M2204APHJSH262C","Rat minute virus 2a",8.84503,"Gut","Parvoviridae","DNA Virus","M2204APHJSH262"
"547","M2204APHJSH262F","Trypanosoma lewis",20.818949,"Lung","Trypanosomatidae","Eukaryote","M2204APHJSH262"
"548","M2204APHJSH262P","Rat minute virus 2a",204.83827,"Spleen","Parvoviridae","DNA Virus","M2204APHJSH262"
"549","M2204APHJSH263C","Rat minute virus 2a",164.13858,"Gut","Parvoviridae","DNA Virus","M2204APHJSH263"
"550","M2204APHJSH263F","Orthohantavirus seoulense",1214.862,"Lung","Hantaviridae","RNA Virus","M2204APHJSH263"
"551","M2204APHJSH263F","Rat minute virus 2a",30.957529,"Lung","Parvoviridae","DNA Virus","M2204APHJSH263"
"552","M2204APHJSH263P","Bartonella sp",512.818,"Spleen","Bartonellaceae","Bacteria","M2204APHJSH263"
"553","M2204APHJSH263P","Orthohantavirus seoulense",125.21366,"Spleen","Hantaviridae","RNA Virus","M2204APHJSH263"
"554","M2204APHJSH263P","Rat minute virus 2a",39.247683,"Spleen","Parvoviridae","DNA Virus","M2204APHJSH263"
"555","M2204APHJSH263P","Guangdong rodent dependoparvovirus 1",25.49749,"Spleen","Parvoviridae","DNA Virus","M2204APHJSH263"
"556","M2204APHJSH264F","Beilong virus",2.893701,"Lung","Paramyxoviridae","RNA Virus","M2204APHJSH264"
"557","M2204APHMSW293C","Betacoronavirus 1",1624.5802427,"Gut","Coronaviridae","RNA Virus","M2204APHMSW293"
"558","M2204APHMSW294C","Spironucleus sp5",9.05616,"Gut","Hexamitidae","Eukaryote","M2204APHMSW294"
"559","M2204APHMSW294C","Hypotrichomonas",21.1397,"Gut","Hypotrichomonadidae","Eukaryote","M2204APHMSW294"
"560","M2204APHMSW294C","Monocercomonoides",51.04852,"Gut","Oxymonadida_Unclassified","Eukaryote","M2204APHMSW294"
"561","M2204APHMSW294C","Tritrichomonas sp",3.1579128,"Gut","Tritrichomonadidae","Eukaryote","M2204APHMSW294"
"562","M2204APHMSW294C","Giardia sp1",158.025778,"Gut","Hexamitidae","Eukaryote","M2204APHMSW294"
"563","M2204APHMSW295C","Porcine bocavirus",25.16406,"Gut","Parvoviridae","DNA Virus","M2204APHMSW295"
"564","M2204APHMSW295F","Nippostrongylus brasiliensis",3.543593,"Lung","Ancylostomatidae","Eukaryote","M2204APHMSW295"
"565","M2204APHMSW295P","Porcine bocavirus",27.2761249,"Spleen","Parvoviridae","DNA Virus","M2204APHMSW295"
"566","M2204APHMSW296C","Rodent astrovirus 3",97.9843,"Gut","Astroviridae","RNA Virus","M2204APHMSW296"
"567","M2204APHMSW296F","Trypanosoma lewis",44.69606,"Lung","Trypanosomatidae","Eukaryote","M2204APHMSW296"
"568","M2204APHMSW296P","Porcine bocavirus",27.987152,"Spleen","Parvoviridae","DNA Virus","M2204APHMSW296"
"569","M2204APHMSW296P","Rat minute virus 2a",4.20116,"Spleen","Parvoviridae","DNA Virus","M2204APHMSW296"
"570","M2204APHMSW296P","Trypanosoma lewis",1.235636,"Spleen","Trypanosomatidae","Eukaryote","M2204APHMSW296"
"571","M2204APHMSW297C","Guangdong rodent arterivirus 1",113.54607,"Gut","Arteriviridae","RNA Virus","M2204APHMSW297"
"572","M2204APHMSW297F","Guangdong rodent arterivirus 1",2163.398,"Lung","Arteriviridae","RNA Virus","M2204APHMSW297"
"573","M2204APHMSW297P","Guangdong rodent arterivirus 1",1230.27772,"Spleen","Arteriviridae","RNA Virus","M2204APHMSW297"
"574","M2204APHXSH269F","Nippostrongylus brasiliensis",6.8977208,"Lung","Ancylostomatidae","Eukaryote","M2204APHXSH269"
"575","M2204APHXSH269F","Bartonella kosoyi",101.674,"Lung","Bartonellaceae","Bacteria","M2204APHXSH269"
"576","M2204APHXSH269RPX100","Bartonella kosoyi",71.2213,"Spleen","Bartonellaceae","Bacteria","M2204APHXSH269"
"577","M2204APHXSH269RPX100","Bartonella sp",71.2213,"Spleen","Bartonellaceae","Bacteria","M2204APHXSH269"
"578","M2204APHXSH270RPX100","Rat hepatitis E virus",251.56319,"Spleen","Hepeviridae","RNA Virus","M2204APHXSH270"
"579","M2204APHXSH271P","Guangdong rodent dependoparvovirus 1",2.652334,"Spleen","Parvoviridae","DNA Virus","M2204APHXSH271"
"580","M2204APHXSH274P","Porcine bocavirus",22.63086,"Spleen","Parvoviridae","DNA Virus","M2204APHXSH274"
"581","M2204APHXSH275F","Guangdong rodent arterivirus 2",68.7823,"Lung","Arteriviridae","RNA Virus","M2204APHXSH275"
"582","M2204APHXSH275F","Rat minute virus 2a",24.97616,"Lung","Parvoviridae","DNA Virus","M2204APHXSH275"
"583","M2204APHXSH275P","Guangdong rodent arterivirus 2",103.449,"Spleen","Arteriviridae","RNA Virus","M2204APHXSH275"
"584","M2204APHXSH275P","Rat minute virus 2a",23.89432,"Spleen","Parvoviridae","DNA Virus","M2204APHXSH275"
"585","M2204APHXSH276P","Rat minute virus 2a",16.383669,"Spleen","Parvoviridae","DNA Virus","M2204APHXSH276"
"586","M2204APHXSH277C","Rat minute virus 2a",23.142185,"Gut","Parvoviridae","DNA Virus","M2204APHXSH277"
"587","M2204APHXSH277F","Bartonella sp",12.3928,"Lung","Bartonellaceae","Bacteria","M2204APHXSH277"
"588","M2204APHXSH277F","Pneumocystis wakefieldiae",1.0677905,"Lung","Pneumocystaceae","Eukaryote","M2204APHXSH277"
"589","M2204APHXSH277P","Rat minute virus 2a",9.246121,"Spleen","Parvoviridae","DNA Virus","M2204APHXSH277"
"590","M2204APXTSW298RCX100","Mischivirus E",7.628186,"Gut","Picornaviridae","RNA Virus","M2204APXTSW298"
"591","M2204ZJBCSW223P","Porcine bocavirus",42.33654,"Spleen","Parvoviridae","DNA Virus","M2204ZJBCSW223"
"592","M2204ZJBCSW224C","Porcine bocavirus",23.60164,"Gut","Parvoviridae","DNA Virus","M2204ZJBCSW224"
"593","M2204ZJBCSW224C","Rat minute virus 2a",194.81562,"Gut","Parvoviridae","DNA Virus","M2204ZJBCSW224"
"594","M2204ZJBCSW224F","Guangdong rodent arterivirus 1",559.3501,"Lung","Arteriviridae","RNA Virus","M2204ZJBCSW224"
"595","M2204ZJBCSW224F","Guangdong rodent orbivirus",18.1627,"Lung","Sedoreoviridae","RNA Virus","M2204ZJBCSW224"
"596","M2204ZJBCSW224F","Rat minute virus 2a",10.702416,"Lung","Parvoviridae","DNA Virus","M2204ZJBCSW224"
"597","M2204ZJBCSW224PB","Rat minute virus 2a",26179.38497,"Spleen","Parvoviridae","DNA Virus","M2204ZJBCSW224"
"598","M2204ZJBCSW225C","Guangdong rodent arterivirus 1",75.01358,"Gut","Arteriviridae","RNA Virus","M2204ZJBCSW225"
"599","M2204ZJBCSW225F","Guangdong rodent arterivirus 1",1636.12647,"Lung","Arteriviridae","RNA Virus","M2204ZJBCSW225"
"600","M2204ZJBCSW225P","Guangdong rodent arterivirus 1",802.92405,"Spleen","Arteriviridae","RNA Virus","M2204ZJBCSW225"
"601","M2204ZJBCSW226F","Guangdong rodent arterivirus 1",907.4758,"Lung","Arteriviridae","RNA Virus","M2204ZJBCSW226"
"602","M2204ZJBCSW226P","Guangdong rodent arterivirus 1",437.0571,"Spleen","Arteriviridae","RNA Virus","M2204ZJBCSW226"
"603","M2204ZJBCSW228F","Angiostrongylus cantonensis",176.043347,"Lung","Ancylostomatidae","Eukaryote","M2204ZJBCSW228"
"604","M2204ZJBCSW228F","Guangdong rodent arterivirus 1",2498.05965,"Lung","Arteriviridae","RNA Virus","M2204ZJBCSW228"
"605","M2204ZJBCSW228F","Porcine bocavirus",870.2851,"Lung","Parvoviridae","DNA Virus","M2204ZJBCSW228"
"606","M2204ZJBCSW228P","Guangdong rodent arterivirus 1",215.76027,"Spleen","Arteriviridae","RNA Virus","M2204ZJBCSW228"
"607","M2204ZJBCSW229C","Eimeria falciformis",1.046809,"Gut","Eimeriidae","Eukaryote","M2204ZJBCSW229"
"608","M2204ZJBCSW229F","Pneumocystis wakefieldiae",1.462436,"Lung","Pneumocystaceae","Eukaryote","M2204ZJBCSW229"
"609","M2204ZJBCSW229P","Guangdong rodent dependoparvovirus 4",4.858642,"Spleen","Parvoviridae","DNA Virus","M2204ZJBCSW229"
"610","M2204ZJBCSW230C","Eimeria falciformis",9.07855,"Gut","Eimeriidae","Eukaryote","M2204ZJBCSW230"
"611","M2204ZJBCSW230F","Rat hepatitis E virus",46.0844,"Lung","Hepeviridae","RNA Virus","M2204ZJBCSW230"
"612","M2204ZJBCSW230P","Rat hepatitis E virus",20.5219,"Spleen","Hepeviridae","RNA Virus","M2204ZJBCSW230"
"613","M2204ZJBCSW231F","Rat hepatitis E virus",64.790085,"Lung","Hepeviridae","RNA Virus","M2204ZJBCSW231"
"614","M2204ZJBCSW231P","Rat hepatitis E virus",44.84927,"Spleen","Hepeviridae","RNA Virus","M2204ZJBCSW231"
"615","M2204ZJBCSW233F","Rat hepatitis E virus",31.21652,"Lung","Hepeviridae","RNA Virus","M2204ZJBCSW233"
"616","M2204ZJBCSW233F","Rat minute virus 2a",26.322615,"Lung","Parvoviridae","DNA Virus","M2204ZJBCSW233"
"617","M2204ZJBCSW233F","Guangdong rodent arterivirus 1",2628.69084,"Lung","Arteriviridae","RNA Virus","M2204ZJBCSW233"
"618","M2204ZJBCSW233P","Guangdong rodent arterivirus 1",87.03712,"Spleen","Arteriviridae","RNA Virus","M2204ZJBCSW233"
"619","M2204ZJBCSW233P","Rat hepatitis E virus",38.648859,"Spleen","Hepeviridae","RNA Virus","M2204ZJBCSW233"
"620","M2204ZJBCSW234F","Angiostrongylus cantonensis",46.100335,"Lung","Ancylostomatidae","Eukaryote","M2204ZJBCSW234"
"621","M2204ZJBCSW234P","Rat hepatitis E virus",49.81766,"Spleen","Hepeviridae","RNA Virus","M2204ZJBCSW234"
"622","M2204ZJBCSW234P","Rat minute virus 2a",12.32897,"Spleen","Parvoviridae","DNA Virus","M2204ZJBCSW234"
"623","M2204ZJBCSW235F","Rat hepatitis E virus",118.545879,"Lung","Hepeviridae","RNA Virus","M2204ZJBCSW235"
"624","M2204ZJBCSW235P","Rat minute virus 2a",224.7146,"Spleen","Parvoviridae","DNA Virus","M2204ZJBCSW235"
"625","M2204ZJBCSW236F","Rat hepatitis E virus",33.04614,"Lung","Hepeviridae","RNA Virus","M2204ZJBCSW236"
"626","M2204ZJBCSW236P","Rat hepatitis E virus",65.2909,"Spleen","Hepeviridae","RNA Virus","M2204ZJBCSW236"
"627","M2204ZJBCSW237C","Rat minute virus 2a",7.12329,"Gut","Parvoviridae","DNA Virus","M2204ZJBCSW237"
"628","M2204ZJBCSW237F","Guangdong rodent arterivirus 1",1396.8683085,"Lung","Arteriviridae","RNA Virus","M2204ZJBCSW237"
"629","M2204ZJBCSW237F","Rat minute virus 2a",6.35884,"Lung","Parvoviridae","DNA Virus","M2204ZJBCSW237"
"630","M2204ZJBCSW237P","Rat minute virus 2a",45.4265,"Spleen","Parvoviridae","DNA Virus","M2204ZJBCSW237"
"631","M2204ZJBCSW237P","Guangdong rodent arterivirus 1",85.42903,"Spleen","Arteriviridae","RNA Virus","M2204ZJBCSW237"
"632","M2204ZJCQJH196C","Mischivirus E",1237.62569,"Gut","Picornaviridae","RNA Virus","M2204ZJCQJH196"
"633","M2204ZJCQJH196C","Klebsiella variicola",820.155,"Gut","Enterobacteriaceae","Bacteria","M2204ZJCQJH196"
"634","M2204ZJCQJH201P","Guangdong rodent dependoparvovirus 1",77.7113,"Spleen","Parvoviridae","DNA Virus","M2204ZJCQJH201"
"635","M2204ZJCQJH204CBRX100","Klebsiella variicola",333.843,"Gut","Enterobacteriaceae","Bacteria","M2204ZJCQJH204"
"636","M2204ZJCQJH207C","Porcine bocavirus",46.26634,"Gut","Parvoviridae","DNA Virus","M2204ZJCQJH207"
"637","M2204ZJCQJH207C","Angiostrongylus cantonensis",3.2145344,"Gut","Ancylostomatidae","Eukaryote","M2204ZJCQJH207"
"638","M2204ZJCQJH209F","Bartonella kosoyi",191.179,"Lung","Bartonellaceae","Bacteria","M2204ZJCQJH209"
"639","M2204ZJHJSH185F","Trypanosoma lewis",8.744624,"Lung","Trypanosomatidae","Eukaryote","M2204ZJHJSH185"
"640","M2204ZJHJSH185F","Beilong virus",242.409112,"Lung","Paramyxoviridae","RNA Virus","M2204ZJHJSH185"
"641","M2204ZJHJSH185P","Bartonella kosoyi",1906.45,"Spleen","Bartonellaceae","Bacteria","M2204ZJHJSH185"
"642","M2204ZJHJSW211F","Orthohantavirus seoulense",638.1935,"Lung","Hantaviridae","RNA Virus","M2204ZJHJSW211"
"643","M2204ZJHJSW211P","Orthohantavirus seoulense",131.99542,"Spleen","Hantaviridae","RNA Virus","M2204ZJHJSW211"
"644","M2204ZJHMSW214F","Trypanosoma lewis",3.091196,"Lung","Trypanosomatidae","Eukaryote","M2204ZJHMSW214"
"645","M2204ZJHMSW214F","Porcine bocavirus",265.73735,"Lung","Parvoviridae","DNA Virus","M2204ZJHMSW214"
"646","M2204ZJHMSW214F","Bartonella kosoyi",506.218,"Lung","Bartonellaceae","Bacteria","M2204ZJHMSW214"
"647","M2204ZJHMSW215C","Rat minute virus 2a",4046.8695,"Gut","Parvoviridae","DNA Virus","M2204ZJHMSW215"
"648","M2204ZJHMSW215F","Rat minute virus 2a",10.131846,"Lung","Parvoviridae","DNA Virus","M2204ZJHMSW215"
"649","M2204ZJHMSW215F","Guangdong rodent dependoparvovirus 1",4.90481,"Lung","Parvoviridae","DNA Virus","M2204ZJHMSW215"
"650","M2204ZJHMSW215P","Rat hepatitis E virus",877.57162,"Spleen","Hepeviridae","RNA Virus","M2204ZJHMSW215"
"651","M2204ZJHMSW216P","Porcine bocavirus",340.738,"Spleen","Parvoviridae","DNA Virus","M2204ZJHMSW216"
"652","M2204ZJHMSW218F","Nippostrongylus brasiliensis",1.5274749,"Lung","Ancylostomatidae","Eukaryote","M2204ZJHMSW218"
"653","M2204ZJHMSW219P","Rat minute virus 2a",21.06961,"Spleen","Parvoviridae","DNA Virus","M2204ZJHMSW219"
"654","M2204ZJHMSW220P","Rat minute virus 2a",72.5559,"Spleen","Parvoviridae","DNA Virus","M2204ZJHMSW220"
"655","M2204ZJHMSW221C","Rodent astrovirus 3",4.279454,"Gut","Astroviridae","RNA Virus","M2204ZJHMSW221"
"656","M2204ZJHMSW221C","Oxyurida sp",14.170394,"Gut","Oxyuridae","Eukaryote","M2204ZJHMSW221"
"657","M2204ZJHMSW221C","Strongyloides ratti",1.4737206,"Gut","Strongyloididae","Eukaryote","M2204ZJHMSW221"
"658","M2204ZJHMSW238C","Rat minute virus 2a",23.4692503,"Gut","Parvoviridae","DNA Virus","M2204ZJHMSW238"
"659","M2204ZJHMSW238P","Rat minute virus 2a",14.43864,"Spleen","Parvoviridae","DNA Virus","M2204ZJHMSW238"
"660","M2204ZJHMSW239P","Rat minute virus 2a",43.24763,"Spleen","Parvoviridae","DNA Virus","M2204ZJHMSW239"
"661","M2204ZJHMSW240C","Strongyloides ratti",2.1294983,"Gut","Strongyloididae","Eukaryote","M2204ZJHMSW240"
"662","M2204ZJHMSW240F","Porcine bocavirus",72.06741,"Lung","Parvoviridae","DNA Virus","M2204ZJHMSW240"
"663","M2204ZJHXSH188F","Trypanosoma lewis",3.366679,"Lung","Trypanosomatidae","Eukaryote","M2204ZJHXSH188"
"664","M2204ZJHXSH190F","Orthohantavirus seoulense",137.11073,"Lung","Hantaviridae","RNA Virus","M2204ZJHXSH190"
"665","M2204ZJHXSH190P","Porcine bocavirus",98.473064,"Spleen","Parvoviridae","DNA Virus","M2204ZJHXSH190"
"666","M2204ZJHXSH191P","Porcine bocavirus",92.60633,"Spleen","Parvoviridae","DNA Virus","M2204ZJHXSH191"
"667","M2204ZJHXSH192C","Porcine bocavirus",9940.16,"Gut","Parvoviridae","DNA Virus","M2204ZJHXSH192"
